,Unnamed: 0,ID,N_pixel,N_pixel_16,N_pixel_17,N_pixel_18,N_pixel_19,N_pixel_20,N_pixel_21,N_pixel_22,P1_16,P1_17,P1_18,P1_19,P1_20,P1_21,P1_22,M7_16,M7_17,M7_18,M7_19,M7_20,M7_21,M7_22,Mb6_16,Mb6_17,Mb6_18,Mb6_19,Mb6_20,Mb6_21,Mb6_22
0,0,1.0,27,0,16,0,6,0,0,1,0,16,0,6,0,0,1,0.0,0.024917234,0.0,-0.014921816,0.0,0.0,0.0017405465,0.0,0.036193863,0.0,-0.020403696,0.0,0.0,0.0009306735
1,1,4.0,30,8,5,8,2,2,24,0,8,5,8,2,2,24,0,0.02903253,0.008905058,0.02538044,-0.00832854,-0.006170626,-0.0911175,0.0,0.04411735,0.0136852525,0.030569449,-0.007354736,-0.0048874295,-0.1626328,0.0
2,2,5.0,27,2,21,22,1,0,21,1,2,21,22,1,0,21,0,0.0063774223,0.058705308,0.13802032,-0.002606232,0.0,-0.041293975,0.0,0.010083511,0.08530328,0.17309761,-0.0034185837,0.0,-0.1151681,0.0
3,3,6.0,24,0,22,1,8,0,0,11,0,22,1,8,0,0,10,0.0,0.08231381,0.001731183,0.024511889,0.0,0.0,0.020558344,0.0,0.12661354,0.00198663,0.029192703,0.0,0.0,0.028999327
4,4,8.0,29,1,0,0,1,10,0,2,1,0,0,1,10,0,1,0.00079906435,0.0,0.0,0.0009785483,0.015346057,0.0,0.0008205719,0.0011707149,0.0,0.0,0.0013648992,0.02603597,0.0,0.0013516687
5,5,9.0,51,0,0,0,46,7,2,5,0,0,0,46,7,2,5,0.0,0.0,0.0,0.07839271,0.0012385327,-0.0022859008,0.0013017349,0.0,0.0,0.0,0.10661617,0.0015405676,-0.0032555233,0.002211833
6,6,522.0,39,0,0,31,4,25,0,17,0,0,31,4,25,0,0,0.0,0.0,0.052036732,0.0062663117,-0.059891663,0.0,0.0,0.0,0.0,0.095863774,0.0072592944,-0.058307033,0.0,0.0
7,7,12.0,24,0,5,0,13,1,2,3,0,5,0,13,1,2,0,0.0,0.014062723,0.0,0.020416258,0.0011250488,-0.002983546,0.0,0.0,0.015949368,0.0,0.03052417,0.0023042941,-0.0035928332,0.0
8,8,527.0,107,0,0,69,36,0,49,41,0,0,69,36,0,49,36,0.0,0.0,0.048811257,0.027992109,0.0,0.02701123,0.021535533,0.0,0.0,0.07035855,0.038374558,0.0,0.019130599,0.021366803
9,9,15.0,25,0,0,0,22,3,3,14,0,0,0,22,3,3,0,0.0,0.0,0.0,0.033560358,0.00531889,-0.006644444,0.0,0.0,0.0,0.0,0.04780531,0.007921694,-0.011176878,0.0
10,10,17.0,27,0,2,0,4,0,27,10,0,2,0,4,0,27,2,0.0,0.0034648085,0.0,0.0038041885,0.0,0.084589005,0.0028429797,0.0,0.0068022143,0.0,0.0050257663,0.0,0.122972295,0.0032667262
11,11,18.0,24,0,0,0,0,23,0,9,0,0,0,0,23,0,1,0.0,0.0,0.0,0.0,0.0962761,0.0,0.0013780474,0.0,0.0,0.0,0.0,0.13196091,0.0,0.0022313984
12,12,19.0,31,0,0,0,0,31,1,10,0,0,0,0,31,1,3,0.0,0.0,0.0,0.0,0.08416385,-0.0029984056,-0.0024162491,0.0,0.0,0.0,0.0,0.12089428,-0.0029963932,-0.0012456811
13,13,535.0,47,5,13,3,5,16,17,10,5,13,3,5,16,17,2,0.0010979924,0.00014588256,0.0024784612,0.0037345137,-0.0035024765,0.002359203,0.0019559083,0.0066691856,0.019659068,0.0042644576,0.0016309827,-0.005389928,0.004345039,0.0023880145
14,14,25.0,29,0,0,4,11,8,0,1,0,0,4,11,8,0,0,0.0,0.0,0.009005136,0.022390284,0.013524538,0.0,0.0,0.0,0.0,0.011511119,0.02806866,0.013571791,0.0,0.0
15,15,1051.0,156,0,0,3,146,13,6,49,0,0,3,146,13,6,4,0.0,0.0,0.00042262484,0.042471595,4.170319e-05,0.0011457095,0.0011159541,0.0,0.0,0.0006688449,0.061064377,0.00036260404,0.0018255187,0.0015846164
16,16,1052.0,484,3,0,22,433,19,8,145,3,0,22,433,19,8,122,0.00019081598,0.0,0.0015154306,0.045002908,-0.0010216781,-8.49985e-05,0.01437555,0.00015503024,0.0,0.0021764247,0.06161813,-0.0019163141,2.9679833e-05,0.017227896
17,17,1053.0,356,1,0,6,282,26,5,41,1,0,6,282,26,5,11,6.3414e-05,0.0,0.0007746035,0.048622105,0.0021036325,0.0005333419,0.0015182663,9.821021e-05,0.0,0.0010642478,0.06628719,0.0029613145,0.000977529,0.001617437
18,18,30.0,28,2,20,0,8,0,0,17,2,20,0,8,0,0,2,0.0034398367,0.037804946,0.0,-0.0047540646,0.0,0.0,0.0028057194,0.004537009,0.055689964,0.0,-0.004838085,0.0,0.0,0.0032200753
19,19,29.0,27,6,14,0,4,2,0,1,6,14,0,4,2,0,1,0.03483508,0.05167723,0.0,-0.0053000837,-0.0071532065,0.0,0.0008878679,0.033008337,0.043728296,0.0,-0.0026896617,-0.0055299895,0.0,0.0013827933
20,20,28.0,28,0,1,26,2,18,2,21,0,1,26,2,18,2,0,0.0,0.0020541803,0.11523479,0.0065769465,-0.058840297,0.01255416,0.0,0.0,0.0041347505,0.16124828,0.0080041075,-0.09619656,0.013776811,0.0
21,21,33.0,31,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.00089135265,0.0,0.0,0.0,0.0,0.0,0.0,0.0019358135
22,22,34.0,21,0,0,0,13,1,2,3,0,0,0,13,1,2,3,0.0,0.0,0.0,0.031034462,-0.0018050417,-0.004499262,0.0007439323,0.0,0.0,0.0,0.04723097,-0.002685947,-0.0078600785,0.0028438622
23,23,35.0,26,0,0,0,0,0,15,3,0,0,0,0,0,15,3,0.0,0.0,0.0,0.0,0.0,0.02611439,0.0032342672,0.0,0.0,0.0,0.0,0.0,0.04196587,0.005146131
24,24,550.0,344,38,8,3,0,82,3,2,38,8,3,0,82,3,2,-0.0038864575,-0.0002371132,0.0003446598,0.0,0.009957085,0.00012999537,0.00016042333,-0.0052834298,-0.00040649404,0.000544509,0.0,0.015886836,0.0001648726,0.00033041032
25,25,43.0,35,0,2,33,3,5,0,14,0,2,33,3,5,0,5,0.0,0.0033072175,0.121683076,-0.004296504,0.006914937,0.0,0.008589307,0.0,0.0062876986,0.16064183,-0.0042987885,0.007738091,0.0,0.006212636
26,26,45.0,134,0,10,2,34,80,0,65,0,10,2,34,80,0,0,0.0,0.0032749644,0.00055317016,0.0079698395,0.029375244,0.0,0.0,0.0,0.004251283,0.0006895018,0.010787794,0.050403997,0.0,0.0
27,27,46.0,34,0,25,0,2,0,0,4,0,25,0,2,0,0,4,0.0,0.07622947,0.0,0.0009337184,0.0,0.0,0.0065408666,0.0,0.11518092,0.0,0.0026476753,0.0,0.0,0.007618517
28,28,47.0,91,0,9,82,4,2,4,35,0,9,82,4,2,4,3,0.0,0.005290267,0.0746358,0.0010589061,0.0009271674,0.0028531312,-0.0002171968,0.0,0.007250274,0.10435081,0.0027594687,0.0013754622,0.003250109,-4.047356e-05
29,29,48.0,56,0,18,7,48,15,13,6,0,18,7,48,15,13,0,0.0,0.01777452,0.007340936,0.1054815,0.03043592,-0.027062982,0.0,0.0,0.02679917,0.011605995,0.12549338,0.026926998,-0.02551554,0.0
30,30,563.0,56,0,0,0,56,4,12,13,0,0,0,56,4,12,6,0.0,0.0,0.0,0.068354376,0.002800523,0.008859833,0.0038912692,0.0,0.0,0.0,0.09542495,0.0034646587,0.0045912587,0.0060785357
31,31,564.0,55,0,8,51,3,0,6,11,0,8,51,3,0,6,11,0.0,0.005293243,0.0853195,0.00389212,0.0,0.005277416,0.011105922,0.0,0.008794264,0.12675795,0.004585725,0.0,0.0060256463,0.0125291785
32,32,51.0,62,7,2,0,0,3,0,0,7,2,0,0,3,0,0,0.004506315,-0.0004923304,0.0,0.0,-0.0019257772,0.0,0.0,0.0074845734,-0.0002784616,0.0,0.0,-0.0035218934,0.0,0.0
33,33,566.0,109,0,4,106,1,0,2,50,0,4,106,1,0,2,50,0.0,0.0027156158,0.08650878,0.0010742599,0.0,0.0010011847,0.02472388,0.0,0.004089819,0.12706557,0.0015516328,0.0,0.0010123743,0.023174705
34,34,55.0,72,0,11,41,9,23,1,56,0,11,41,9,23,1,2,0.0,0.0130758835,0.052794077,0.008180278,-0.0073180585,-0.0007929588,0.0013288795,0.0,0.01444313,0.07791,0.010940865,-0.013540229,-0.0012330095,0.00170636
35,35,1078.0,57,0,11,0,44,9,42,3,0,11,0,44,9,42,3,0.0,0.015270873,0.0,0.10731238,0.011648903,0.13947232,-0.005700509,0.0,0.023410806,0.0,0.15915297,0.01861561,0.14024542,-0.005119897
36,36,57.0,33,0,32,0,0,0,0,11,0,32,0,0,0,0,0,0.0,0.06052438,0.0,0.0,0.0,0.0,0.0,0.0,0.08767153,0.0,0.0,0.0,0.0,0.0
37,37,62.0,178,0,0,51,100,5,1,131,0,0,51,100,5,1,124,0.0,0.0,0.024189878,0.041318268,0.00093355967,0.0006457963,0.051633906,0.0,0.0,0.036171354,0.062256977,0.0015997302,0.000672111,0.048142172
38,38,68.0,67,0,0,67,0,0,0,11,0,0,67,0,0,0,3,0.0,0.0,0.06959841,0.0,0.0,0.0,0.002075541,0.0,0.0,0.11236157,0.0,0.0,0.0,0.0020159986
39,39,1092.0,41,0,0,0,0,13,25,4,0,0,0,0,13,25,2,0.0,0.0,0.0,0.0,0.029511312,0.04102544,-0.0026371372,0.0,0.0,0.0,0.0,0.039639782,0.04923087,-0.0026715521
40,40,70.0,203,68,34,2,15,6,0,19,68,34,2,15,6,0,1,0.024774117,-0.0062862877,-0.00052674173,-0.0014505362,0.0012248207,0.0,-0.00021941288,0.03405143,-0.0079172235,-0.00052544504,-0.002134048,0.0019017387,0.0,-0.00020024864
41,41,1094.0,57,0,0,0,38,19,6,2,0,0,0,38,19,6,2,0.0,0.0,0.0,0.07063633,0.04318885,-0.0051225913,-0.0014976854,0.0,0.0,0.0,0.10935317,0.057034127,-0.0056677274,-0.001859086
42,42,72.0,34,3,0,20,10,0,0,3,3,0,20,10,0,0,0,0.00487394,0.0,0.035317432,0.017713923,0.0,0.0,0.0,0.0080487495,0.0,0.0521913,0.024694256,0.0,0.0,0.0
43,43,69.0,175,15,65,6,10,4,10,21,15,65,6,10,4,10,21,0.005196876,0.03907467,-0.0023428653,-0.0028124277,0.0031457227,0.0005632137,0.012865075,0.006265541,0.047692224,-0.002735695,-0.0039460855,0.0035224722,0.001032167,0.017760398
44,44,1100.0,66,0,0,0,0,46,31,7,0,0,0,0,46,31,6,0.0,0.0,0.0,0.0,0.060137566,0.009226279,-0.005808769,0.0,0.0,0.0,0.0,0.08020526,0.014494294,-0.006727891
45,45,1110.0,48,0,0,0,40,6,0,34,0,0,0,40,6,0,20,0.0,0.0,0.0,0.053983476,0.005121519,0.0,0.011947227,0.0,0.0,0.0,0.09443904,0.009550147,0.0,0.016227337
46,46,1111.0,68,0,1,0,44,19,0,54,0,1,0,44,19,0,28,0.0,-0.0003803145,0.0,0.034776762,0.013956653,0.0,0.011731098,0.0,-0.0004726757,0.0,0.063876845,0.025259161,0.0,0.015292805
47,47,1112.0,78,4,54,0,0,7,0,5,4,54,0,0,7,0,0,0.004140242,0.049309146,0.0,0.0,-0.006347383,0.0,0.0,0.0054082335,0.07075445,0.0,0.0,-0.0076724607,0.0,0.0
48,48,1113.0,41,12,14,0,0,3,4,4,12,14,0,0,3,4,3,0.022925016,0.026976151,0.0,0.0,-0.0071594953,0.0042386414,0.0041493108,0.03215583,0.039553978,0.0,0.0,-0.00885207,0.006504759,0.005573752
49,49,599.0,74,0,0,0,0,69,35,24,0,0,0,0,69,35,24,0.0,0.0,0.0,0.0,0.120607816,0.104945265,-0.055254616,0.0,0.0,0.0,0.0,0.12779713,0.104050614,-0.04299244
50,50,91.0,118,0,117,0,10,7,26,28,0,117,0,10,7,26,22,0.0,0.07666298,0.0,-0.006896304,0.0016083224,0.014649441,0.011105784,0.0,0.10623089,0.0,-0.009899766,0.00021108211,0.011511626,0.012306476
51,51,1116.0,99,0,87,31,2,15,2,2,0,87,31,2,15,2,2,0.0,0.07333166,0.023658022,0.0016175822,-0.018522602,0.001890345,0.00219341,0.0,0.11621256,0.022026049,0.0014111316,-0.01591545,0.0018571197,0.0024463437
52,52,93.0,31,0,0,3,25,3,0,10,0,0,3,25,3,0,6,0.0,0.0,0.003079648,0.03368545,-0.0044380506,0.0,0.0058184816,0.0,0.0,0.0036019548,0.051388968,-0.006482677,0.0,0.012234875
53,53,94.0,55,1,51,3,42,3,0,13,1,51,3,42,3,0,9,-0.00068494247,0.06895003,0.0036692566,-0.052709732,-0.0015950305,0.0,0.0067995475,-0.0010882501,0.10462125,0.004811396,-0.06593448,-0.002590212,0.0,0.008957883
54,54,95.0,31,0,12,11,3,3,0,1,0,12,11,3,3,0,0,0.0,0.009733416,0.03358577,-0.0016857423,-0.007615903,0.0,0.0,0.0,0.012887496,0.050269183,-0.0031939107,-0.009899746,0.0,0.0
55,55,1119.0,136,6,106,0,22,0,1,10,6,106,0,22,0,1,9,0.0021280958,0.050772116,0.0,0.006466814,0.0,0.0004708629,0.0025262937,0.0031821674,0.07250536,0.0,0.008517562,0.0,0.0006667682,0.0028450664
56,56,97.0,53,1,2,32,21,14,8,29,1,2,32,21,14,8,23,-0.0005523804,0.0021555496,0.078206286,0.031579938,-0.012424208,0.008353566,0.042075705,-0.00096730515,0.0031622844,0.11675904,0.050514895,-0.015817823,0.005506006,0.058359798
57,57,98.0,64,0,0,0,0,0,63,5,0,0,0,0,0,63,1,0.0,0.0,0.0,0.0,0.0,0.100933746,-0.00037674062,0.0,0.0,0.0,0.0,0.0,0.14601003,-0.00048725825
58,58,223.0,32,0,0,29,2,0,0,0,0,0,29,2,0,0,0,0.0,0.0,0.08072905,0.0051436992,0.0,0.0,0.0,0.0,0.0,0.12188921,0.00593245,0.0,0.0,0.0
59,59,1120.0,41,3,29,0,1,0,0,0,3,29,0,1,0,0,0,0.0040907604,0.044504777,0.0,0.00083541655,0.0,0.0,0.0,0.005383598,0.061878987,0.0,0.0011920359,0.0,0.0,0.0
60,60,1124.0,355,29,306,0,94,6,1,24,29,306,0,94,6,1,15,0.0062255547,0.07037079,0.0,-0.014599654,-0.0008856147,-0.00014981354,0.001635285,0.00964619,0.106153555,0.0,-0.02043799,-0.0011597269,-0.0001717005,0.0016480548
61,61,102.0,59,6,25,1,1,32,17,5,6,25,1,1,32,17,1,-0.002933117,0.003315331,-0.00042433964,-0.0008993253,0.04113178,0.017061636,0.0010924418,-0.0031785765,0.0079524815,-0.0007288983,-0.0013078046,0.04906964,0.017283386,0.0019409565
62,62,1123.0,96,5,77,0,3,2,0,3,5,77,0,3,2,0,2,0.0031234522,0.059261456,0.0,-0.0016014294,-0.001364816,0.0,0.0007414498,0.0050590117,0.08758487,0.0,-0.0023298652,-0.0020665203,0.0,0.00069028593
63,63,99.0,39,39,1,5,1,2,2,2,39,1,5,1,2,2,2,0.1768709,0.0021965655,-0.019034289,-0.0016352767,-0.006788726,0.006511513,0.005623757,0.22557567,0.0037133277,-0.016770024,-0.0014684907,-0.0045250515,0.0049322387,0.0048919986
64,64,1129.0,114,11,82,0,2,22,0,13,11,82,0,2,22,0,1,0.004371954,0.0401055,0.0,-0.0005278644,-0.008626533,0.0,0.0002728293,0.006529714,0.056234967,0.0,-0.00083078194,-0.012110543,0.0,0.00036674915
65,65,732.0,62,48,0,0,33,17,0,7,48,0,0,33,17,0,7,0.07154885,0.0,0.0,0.08610958,0.021418475,0.0,0.0050649615,0.107984446,0.0,0.0,0.10849416,0.03402803,0.0,0.0070968964
66,66,1131.0,188,0,182,0,3,4,0,11,0,182,0,3,4,0,7,0.0,0.07959348,0.0,0.00062161835,-0.0010917021,0.0,0.0015201591,0.0,0.12235512,0.0,0.0007814254,-0.0015528721,0.0,0.001887639
67,67,1132.0,43,10,29,0,5,0,0,0,10,29,0,5,0,0,0,0.011893707,0.037261095,0.0,0.004759945,0.0,0.0,0.0,0.016445177,0.052793212,0.0,0.0059956703,0.0,0.0,0.0
68,68,1133.0,51,0,45,0,15,6,0,2,0,45,0,15,6,0,2,0.0,0.06589987,0.0,0.012987564,-0.0069342656,0.0,0.0014460825,0.0,0.09500122,0.0,0.01640267,-0.01059283,0.0,0.0016675108
69,69,1134.0,223,0,201,4,3,1,3,10,0,201,4,3,1,3,7,0.0,0.05270095,0.00081013713,-0.00040858693,-0.00037422823,0.0002572466,0.001002893,0.0,0.07894686,0.0010180573,-0.00044551655,-0.00048536825,8.662112e-05,0.0011917044
70,70,1135.0,263,0,214,1,25,10,0,35,0,214,1,25,10,0,18,0.0,0.04391348,5.7680296e-05,-0.0027214861,-0.0013344883,0.0,0.002218169,0.0,0.06722814,0.00016591379,-0.0029263138,-0.0017388469,0.0,0.0026010924
71,71,1136.0,706,0,443,3,96,22,3,130,0,443,3,96,22,3,45,0.0,0.026360188,2.5742682e-05,0.0044987984,-0.0013894171,-0.00015768835,0.0023172847,0.0,0.038623035,2.6584814e-05,0.0032250988,-0.0015671214,-0.00023839573,0.0029064424
72,72,1137.0,116,28,44,1,0,8,0,16,28,44,1,0,8,0,15,0.017956067,0.031357083,-0.0006479055,0.0,-0.0052056503,0.0,0.0075088106,0.025050271,0.04298525,-0.00071644585,0.0,-0.0065541063,0.0,0.008761336
73,73,626.0,40,0,39,4,3,1,0,1,0,39,4,3,1,0,0,0.0,0.09845688,0.0023977382,0.0041069374,0.0013874454,0.0,0.0,0.0,0.07901387,0.0025302363,0.005548237,0.0016304443,0.0,0.0
74,74,734.0,62,2,10,49,0,16,5,6,2,10,49,0,16,5,6,0.0029974475,-0.004737746,0.13202332,0.0,-0.034843836,-0.009206224,-0.013980092,0.0032864413,-0.0069681243,0.16395377,0.0,-0.028010575,-0.0074496595,-0.010483476
75,75,116.0,183,0,0,168,14,61,33,86,0,0,168,14,61,33,86,0.0,0.0,0.061177626,0.0035036884,0.013621874,0.005268833,0.030184003,0.0,0.0,0.09635358,0.004839335,0.0087949615,0.0041624596,0.035056714
76,76,118.0,139,0,10,34,24,1,0,12,0,10,34,24,1,0,6,0.0,-0.002813829,0.008605593,0.007168254,-0.00038338092,0.0,0.0018383104,0.0,-0.0040520015,0.013462681,0.009619252,-0.00043703278,0.0,0.0023908676
77,77,119.0,60,0,1,23,9,0,0,21,0,1,23,9,0,0,19,0.0,-0.00055619824,0.022927027,0.008998706,0.0,0.0,0.016285853,0.0,-0.00070181605,0.034090284,0.0119113745,0.0,0.0,0.016591102
78,78,120.0,99,0,1,96,0,0,0,41,0,1,96,0,0,0,40,0.0,-0.00046494437,0.07033569,0.0,0.0,0.0,0.021972269,0.0,-0.0004121971,0.11015928,0.0,0.0,0.0,0.024936048
79,79,1145.0,102,13,71,0,8,1,0,11,13,71,0,8,1,0,9,0.0066943774,0.03054771,0.0,-0.0014653131,-0.00029973756,0.0,0.0032033296,0.009216506,0.044235166,0.0,-0.0022826046,-0.00038481157,0.0,0.0037914598
80,80,432.0,96,0,94,0,2,0,0,35,0,94,0,2,0,0,33,0.0,0.096147195,0.0,0.0011734426,0.0,0.0,0.01946522,0.0,0.07082536,0.0,0.0004916944,0.0,0.0,0.016155755
81,81,130.0,32,9,16,13,3,7,0,9,9,16,13,3,7,0,0,-0.017034061,0.033064388,0.038624547,-0.0075800596,0.013796882,0.0,0.0,-0.027941551,0.053584483,0.044946235,-0.0089074075,0.02030746,0.0,0.0
82,82,433.0,141,2,120,8,1,32,4,4,2,120,8,1,32,4,1,0.00089318526,0.06880251,-0.0018261872,-0.0004097017,-0.011407344,-0.0009926268,-0.00024480422,0.00090848823,0.049458634,-0.002919575,-0.00037352327,-0.014873114,-0.0017527994,-0.0003113723
83,83,644.0,43,4,20,4,6,16,17,21,4,20,4,6,16,17,3,0.003065252,0.011730235,0.008097775,0.002646917,-0.02201126,-0.018642854,0.0039195335,0.007951148,0.039676744,0.01136557,0.0003148424,-0.028106831,-0.024484063,0.004935534
84,84,1157.0,48,0,0,34,15,22,5,9,0,0,34,15,22,5,0,0.0,0.0,0.046099268,0.027328802,-0.029043268,-0.0066166837,0.0,0.0,0.0,0.073999055,0.035778493,-0.0339425,-0.009869853,0.0
85,85,1158.0,51,0,2,8,9,44,3,16,0,2,8,9,44,3,14,0.0,0.00083350955,0.0037339693,0.0064947056,0.056660507,0.0027058574,-0.0047935825,0.0,0.0011252883,0.005911225,0.010179613,0.08169624,0.004508659,-0.0038338145
86,86,1159.0,79,0,0,1,76,2,10,17,0,0,1,76,2,10,17,0.0,0.0,0.0003691408,0.06346164,0.0019989198,0.008144892,0.009983952,0.0,0.0,0.00069787574,0.09269953,0.0013127992,0.015497914,0.02039678
87,87,1161.0,30,0,4,5,14,3,18,11,0,4,5,14,3,18,3,0.0,0.018486118,0.019495774,0.083648704,0.0073266225,0.08460502,-0.017338641,0.0,0.024264136,0.026478462,0.113960706,0.011724725,0.08082961,-0.012714317
88,88,139.0,273,0,83,182,6,32,18,182,0,83,182,6,32,18,170,0.0,0.020851979,0.05763749,0.0006159957,0.002962937,-0.001334173,0.034106392,0.0,0.03117636,0.08730894,0.0009613332,0.0027048313,-0.0015723528,0.037580766
89,89,652.0,63,19,21,43,10,8,35,18,19,21,43,10,8,35,3,0.026614755,0.026469417,0.12020433,-0.02809982,0.0082526095,-0.036624018,0.0040076734,0.037791744,0.03476946,0.14383504,-0.032682553,0.010700868,-0.07623607,0.004750819
90,90,1165.0,31,0,0,2,27,8,1,8,0,0,2,27,8,1,7,0.0,0.0,0.0018604321,0.055053595,0.001777268,0.002837098,0.02036927,0.0,0.0,0.0030928345,0.08013397,0.0047656395,0.0019000287,0.017840361
91,91,1166.0,59,0,3,0,51,1,5,3,0,3,0,51,1,5,0,0.0,0.00014634001,0.0,0.04239053,0.00066321413,0.007859962,0.0,0.0,0.0005393839,0.0,0.061450817,0.0013244493,0.0074258326,0.0
93,93,1168.0,113,0,0,1,36,92,0,60,0,0,1,36,92,0,39,0.0,0.0,-0.00015372825,0.009464607,0.04286774,0.0,0.016722944,0.0,0.0,-0.00031499285,0.015443742,0.07153778,0.0,0.015884807
94,94,653.0,37,0,3,0,15,0,0,0,0,3,0,15,0,0,0,0.0,-0.0004119835,0.0,0.033776633,0.0,0.0,0.0,0.0,-0.00091014,0.0,0.04267602,0.0,0.0,0.0
95,95,657.0,29,0,23,1,11,0,2,7,0,23,1,11,0,2,5,0.0,0.065428026,0.003059827,-0.023193086,0.0,0.0047967355,0.01989029,0.0,0.095253006,0.0041722837,-0.025727374,0.0,0.0033180276,0.015509572
96,96,436.0,48,0,44,1,13,0,4,1,0,44,1,13,0,4,1,0.0,0.08342319,-0.0021788785,0.016680509,0.0,-0.0018408911,-0.00091138226,0.0,0.06682795,-0.002360409,0.021706102,0.0,-0.003378225,-0.001199936
97,97,662.0,75,0,10,45,25,2,23,21,0,10,45,25,2,23,0,0.0,0.005534262,0.028928041,0.022786172,0.0013222373,0.014434423,0.0,0.0,0.008911709,0.045071956,0.030682996,0.0019209636,0.015396293,0.0
98,98,663.0,57,0,0,0,49,2,1,6,0,0,0,49,2,1,1,0.0,0.0,0.0,0.048348542,0.001474145,0.0009664193,0.00059002644,0.0,0.0,0.0,0.068374656,0.0022257683,0.0012517446,0.0011421507
99,99,664.0,51,6,28,0,48,8,0,30,6,28,0,48,8,0,29,0.0051786834,0.035458975,0.0,0.10004443,0.019319676,0.0,0.052618377,0.006779422,0.05312451,0.0,0.12595758,0.01780454,0.0,0.0607696
100,100,665.0,172,6,0,143,38,28,48,52,6,0,143,38,28,48,19,-0.006079775,0.0,0.10625909,0.016431082,-0.002031157,0.011645258,-0.0014755164,-0.007465737,0.0,0.15730861,0.023171209,-0.0032526888,0.014432977,-0.003141429
101,101,666.0,71,11,0,5,58,5,15,10,11,0,5,58,5,15,5,-0.028424198,0.0,0.0040584626,0.046995573,0.0015729364,2.5767886e-05,-0.0058712447,-0.034304302,0.0,0.005025571,0.06517626,0.00220496,-0.0012097332,-0.006817675
102,102,437.0,81,39,36,1,3,0,0,0,39,36,1,3,0,0,0,0.037568666,0.03235116,0.0009785072,0.002967679,0.0,0.0,0.0,0.02546842,0.025736826,0.0012345829,0.0027436037,0.0,0.0,0.0
103,103,668.0,128,71,29,0,10,5,0,14,71,29,0,10,5,0,11,0.035987653,0.0016790988,0.0,0.004328528,0.0020077974,0.0,0.0038229092,0.05008434,0.008440999,0.0,0.0051850746,0.0025529847,0.0,0.00422527
104,104,669.0,52,0,0,0,51,0,7,2,0,0,0,51,0,7,2,0.0,0.0,0.0,0.044991612,0.0,7.454105e-05,0.001963781,0.0,0.0,0.0,0.059649114,0.0,-0.002358478,0.0023502472
105,105,670.0,87,0,3,0,5,84,9,5,0,3,0,5,84,9,1,0.0,-0.0006874123,0.0,0.0014707572,0.063022904,-0.00030914065,-0.0003487547,0.0,-0.0008660662,0.0,0.002149883,0.09133476,-0.0019382514,-0.00024319575
106,106,671.0,46,0,0,32,0,0,4,0,0,0,32,0,0,4,0,0.0,0.0,0.046087414,0.0,0.0,-0.002304102,0.0,0.0,0.0,0.057712782,0.0,0.0,-0.0035436759,0.0
107,107,672.0,114,2,51,47,64,10,33,16,2,51,47,64,10,33,12,0.00050831336,0.030756474,0.025956698,0.02854562,0.0022029332,0.015449304,0.0048506074,0.0009913214,0.04498016,0.032187916,0.013025451,0.0038008026,0.026912022,0.005219107
108,108,674.0,61,0,0,13,49,6,2,13,0,0,13,49,6,2,0,0.0,0.0,0.009325286,0.042906623,0.0048236316,-0.0008502205,0.0,0.0,0.0,0.013927395,0.065753706,0.008470094,-0.0020347598,0.0
109,109,676.0,53,0,51,1,0,0,0,0,0,51,1,0,0,0,0,0.0,0.046916895,0.0013493405,0.0,0.0,0.0,0.0,0.0,0.07617813,0.0017025571,0.0,0.0,0.0,0.0
110,110,166.0,75,0,0,41,5,0,0,3,0,0,41,5,0,0,0,0.0,0.0,0.021586638,0.0015531833,0.0,0.0,0.0,0.0,0.0,0.036098823,0.0030320347,0.0,0.0,0.0
111,111,680.0,107,0,0,78,8,24,0,33,0,0,78,8,24,0,14,0.0,0.0,0.06703096,0.0057231393,-0.013234951,0.0,0.0076957094,0.0,0.0,0.09443043,0.008795099,-0.021486977,0.0,0.010700097
112,112,681.0,103,40,0,90,8,7,32,64,40,0,90,8,7,32,64,0.021435631,0.0,0.1780431,-0.017247926,6.0431914e-05,0.02260334,0.08294023,0.03405709,0.0,0.17069894,-0.016963901,0.0016760366,0.021610335,0.05307392
113,113,687.0,54,0,0,0,13,40,6,20,0,0,0,13,40,6,19,0.0,0.0,0.0,0.015808158,0.061104007,-0.0055654417,-6.765003e-05,0.0,0.0,0.0,0.025021456,0.08208025,-0.0069002644,-0.0023407387
114,114,688.0,87,0,0,0,1,68,16,33,0,0,0,1,68,16,23,0.0,0.0,0.0,-0.00019144265,0.056544255,0.010002831,0.00050235086,0.0,0.0,0.0,-0.00033517036,0.080302596,0.011780335,-0.00023455899
115,115,689.0,60,0,1,0,38,21,9,9,0,1,0,38,21,9,7,0.0,0.00047142024,0.0,0.029047849,0.03281948,-0.0010530981,-0.0022590142,0.0,0.00043861027,0.0,0.047880024,0.044033926,-0.0016905445,-0.0029693982
116,116,690.0,66,0,0,0,0,63,1,16,0,0,0,0,63,1,14,0.0,0.0,0.0,0.0,0.09471626,0.00041605017,0.008630225,0.0,0.0,0.0,0.0,0.1313019,0.000517223,0.012580191
117,117,691.0,3,0,1,2,0,1,0,1,0,1,2,0,1,0,0,0.0,0.014289168,0.041966975,0.0,0.012825891,0.0,0.0,0.0,0.021347871,0.057457116,0.0,0.017686015,0.0,0.0
